advertiser_id,review_id,rating,comment,display_name,describe_yourself,location,year,transaction_date,started_timestamp,source_id,responsiveness,negotiation_skills,professionalism_communication,market_expertise,link,reply
1431470,639a89c1-b179-44c6-a469-afeef1700e4b,5.0,Carol is very professional. Unlike other agents who tell you what you want to hear (so they can get your business) Carol told us what we needed to hear for a successful sale. Her advice was always well thought out and on the mark.  She made herself available whenever we needed her.  She works hard for her Seller and provides just the right amount of hand-holding. Carol Proctor is the Best!!!,"Kevin Ryan, Bridgeville DE",SELLER,"Ocean City, MD",,2024-03-01,2024-03-01T10:11:25Z,RS,5.0,5.0,5.0,5.0,,
1431470,33788689-4890-4819-a1bb-9736ae594aa2,5.0,N/A,verified client,BUYER,"Berlin, MD",,2024-02-11,2024-02-15T09:05:37Z,RS,5.0,5.0,5.0,5.0,,
1431470,6d6efc45-d296-4672-b330-8ae81adf998b,5.0,"Carol was very professional, down to earth and  friendly.  She knew exactly what needed to be done to seal the deal and  always called, texted or emailed promptly.  We were very pleased with her services.","Michele Starnes, Ocean City, Maryland",BUYER,"Ocean City, MD",,2024-02-14,2024-02-14T12:08:31Z,RS,5.0,5.0,5.0,5.0,,
1431470,ec045092-6c21-4f37-be07-14cfaf18ca74,5.0,"Carol was immediately responsive on a random outreach for a property on Zillow.  She took it upon herself to listen to our requirements and then would send us emails with different properties. That continued throughout the purchase process which is very foreign to me as a NJ resident.  

Carol was amazing with her follow up at every point in the process,  making herself available at all times and supporting the process to sell our current vacation town home and a different MD tax process for special exemption.  

Just a great person and amazingly knowledgeable agent.  ","Juan Lopez, New Jersey ",BUYER,"Selbyville, DE",,2023-10-22,2023-10-22T02:33:39Z,RS,5.0,5.0,5.0,5.0,,
1431470,0c143a6e-65c6-4fb4-899b-67a362829bd4,5.0,N/A,verified client,BUYER,"Ocean City, MD",,2023-09-29,2023-09-29T04:56:38Z,RS,5.0,5.0,5.0,5.0,,
1431470,4344df6e-d008-4f3e-8d31-c78d3e6f1e91,5.0,N/A,verified client,BUYER,"Ocean City, MD",,2023-08-23,2023-08-23T08:47:55Z,RS,5.0,5.0,5.0,5.0,,
1431470,43c002df-1f75-4c3d-a3a9-237af5a2d4dc,5.0,Carol Proctor is very knowledgable.  She is patient and very attentive to the needs of her clients.  This is why I will come back again and again for her services.,Bo Singleton,BUYER,"Ocean City, MD",,2023-08-09,2023-08-09T09:54:36Z,RS,5.0,5.0,5.0,5.0,,
1431470,a75c430b-5fc3-440d-9310-a7d1f923a1e6,5.0,N/A,verified client,BUYER,"Berlin, MD",,2023-08-02,2023-08-02T02:25:25Z,RS,5.0,5.0,5.0,5.0,,
1431470,232c0182-7a59-4ad6-90be-f36ce2884938,5.0,N/A,verified client,SELLER,"Ocean City, MD",,2023-07-15,2023-07-22T06:29:08Z,RS,5.0,5.0,5.0,5.0,,
1431470,66c7dbc7-8a93-43c7-8fb5-ffa2f805c32d,5.0,N/A,verified client,BUYER,"Ocean City, MD",,2023-05-28,2023-06-28T10:05:43Z,RS,5.0,4.0,5.0,4.0,,
1431470,c148ca82-4d05-4e85-a365-6031fdb9306e,5.0,"Carol was amazing. We bid on other properties with other realtors without success. Her approach and ability to respond quickly made the difference!!!

Can't say enough about Carol and I have already recommended her to another potential client

Being able to communicate with her both over text message and email was essential","Casey Johnson, Washington DC metro area",BUYER,"Ocean City, MD",,2023-06-10,2023-06-10T04:19:57Z,RS,5.0,5.0,5.0,5.0,,
1431470,4868c5d3-e4d5-4f04-aaa0-1b9811947434,5.0,Carol was great!  She made the selling process extremely easy and stress free.  I highly recommend Carol for anyone's real estate needs in Ocean City MD.,"Ken King; Alexandria, VA",SELLER,"Ocean City, MD",,2023-05-26,2023-05-30T22:25:47Z,RS,5.0,5.0,5.0,5.0,,
1431470,206281dd-d222-49f8-b294-48cd2a94bf8e,5.0,Carol was fantastic.  She is extremely knowledgeable and very easy to work with!,"Ken King, Alexandria VA",BUYER,"Ocean City, MD",,2023-05-23,2023-05-30T22:20:41Z,RS,5.0,5.0,5.0,5.0,,
1431470,48c2cfcd-3aa5-428e-945b-dfb8c55eb98f,3.0,N/A,verified client,BUYER,"Ocean City, MD",,2023-05-04,2023-05-04T13:56:16Z,RS,3.0,3.0,3.0,4.0,,
1431470,bb22ec43-16ae-4915-8f65-ab8fede0fd1e,5.0,"Had to sell my fathers house after his passing.  The house needed sever work, had title issues, and other leagal issues to work through. In addion time was a factor, to avoid forclosure. Carol was great at finding the right way to market and sell the house in a timely manner. The house sold at the right price in the right amount of time.  She was there for me every step of the way.  Thanks Carol.",James Walls Columbia MD,SELLER,"Berlin, MD",,2023-04-19,2023-04-19T02:39:31Z,RS,5.0,5.0,5.0,5.0,,
1431470,8bc0d486-5b43-436f-b240-8109c573f98e,5.0,N/A,verified client,BUYER,"Selbyville, DE",,2023-03-25,2023-03-25T03:11:13Z,RS,5.0,5.0,5.0,5.0,,
1431470,34666889-4b4d-4bf4-bf3a-81207637aaa9,5.0,N/A,verified client,SELLER,"Ocean City, MD",,2023-02-23,2023-02-24T06:12:23Z,RS,5.0,5.0,5.0,5.0,,
1431470,033a8db2-b7d4-436f-a8ea-051ab8d8dc69,5.0,"We just would like to say what a pleasure it was working with Carol Proctor. She was attentive, patience, and great at communicating with us the whole way through the process. Thanks so much Carol. I know our family will see you again in the future.",Michael Ulrich ,SELLER,"Berlin, MD",,2022-12-22,2022-12-22T06:32:38Z,RS,5.0,5.0,5.0,5.0,,
1431470,cd39ebeb-86cc-4df1-9200-1839aa5fe6ba,5.0,Carol Proctor is very professional and knowledgeable. She was also very patient with us in our search for the perfect condo. I will definitely recommend Carol to my friends & family,Donna Hernandez. Ocean City Md,BUYER,"Ocean City, MD",,2022-10-27,2022-10-27T02:45:02Z,RS,5.0,4.0,5.0,5.0,,
1431470,29dc7326-3359-4805-83fd-df74297f66d1,5.0,When Carol Proctor is selling your house or helping you purchase a new one you have very little to worry about. When issues do come up Carol Proctor has so many contacts in the area thing are resolve quickly. Carol helped my family through 2 purchases and a sale over the last 5 year. Can't imagine using anyone other than Carol Proctor!,Charlie Ocean Pines MD,SELLER,"Berlin, MD",,2022-10-26,2022-10-26T03:34:53Z,RS,5.0,5.0,5.0,5.0,,
1431470,635920f5-6569-4720-8c1b-8d8208c7803e,5.0,"Mrs Proctor was very knowledgable about the real estate in Ocean City.  She was very dedicated to the task and make herself available at all hours of the day.  Carol is very professional, has such a pleasant demeanor and was a joy to work with.  I look forward to doing more business with her in the future.",Bo Singleton,BUYER,"Ocean City, MD",,2022-10-23,2022-10-23T08:03:03Z,RS,5.0,5.0,5.0,5.0,,
1431470,a8a79d77-06af-431d-b491-db701c8f4361,5.0,"We had found Carol when purchasing our first house in Ocean Pines in 2018.  She was quick to respond to all of our needs and very detail oriented.  When looking to purchase another house this year, there was no hesitation then to contact Carol.  Again, she was fantastic!  Would highly recommend.","Alexis Foreman Ocean Pines, MD",BUYER,"Berlin, MD",,2022-10-05,2022-10-12T02:29:28Z,RS,5.0,5.0,5.0,5.0,,
1431470,6ab8bc71-9541-47bb-bc01-31eab2ea8f95,5.0,N/A,verified client,SELLER,"Ocean City, MD",,2022-10-06,2022-10-06T06:35:31Z,RS,5.0,5.0,5.0,5.0,,
1431470,b1c3dee7-e75c-460f-8910-5f11b7a017e5,5.0,Carol and her team are fantastic and I would recommend them to anyone who is looking for a new home.,Larry,BUYER,"Ocean City, MD",,2022-10-05,2022-10-05T03:07:23Z,RS,5.0,5.0,5.0,5.0,,
1431470,0778613b-1d8b-4826-b739-12e157923a0d,5.0,Carol was a delight to work with.  She was always available (even during vacation) and prompt to respond to all our questions.  She made our purchasing experience great and negotiated a fair deal for us.  I would highly recommend her to anyone looking for a place in Ocean City.,Dale and Mary ,BUYER,"Ocean City, MD",,2022-09-20,2022-09-20T23:42:52Z,RS,5.0,5.0,5.0,5.0,,
1431470,296ea851-6842-4640-b5db-cc36f06360c4,5.0,N/A,verified client,SELLER,"Selbyville, DE",,2022-09-16,2022-09-16T03:00:50Z,RS,5.0,5.0,5.0,5.0,,
1431470,6b933f13-fb6b-4e8c-8424-a9998a8f8558,5.0,had other agents interested in the sale carol was much better in every way,Alan brown icmd,SELLER,"Ocean City, MD",,2022-09-03,2022-09-04T02:20:25Z,RS,5.0,5.0,5.0,5.0,,
1431470,a23bb1ef-211c-48bc-8982-51485cc48640,5.0,"We were undecided on a property and our search went for months until we found the right one. Carol stuck with us and was always looking after us.  Very professional, very convenient, always available.",Tmallory@sheetz.com,BUYER,"Ocean City, MD",,2022-09-02,2022-09-02T03:02:40Z,RS,5.0,5.0,5.0,5.0,,
1431470,3e55d165-d766-4b36-a918-ecfdd8137fe4,5.0,Carol has helped with 3 home buying and selling transactions.  She listened to our wants.  She shared homes daily that were coming available and she made sure our offer was the most desirable without offering more than we could give.,Kerry,SELLER,"Ocean City, MD",,2022-08-26,2022-08-26T10:26:39Z,RS,5.0,0.0,5.0,5.0,,
1431470,d7c32177-b304-4b89-abd5-84097aad1865,5.0,N/A,verified client,BUYER,"Ocean City, MD",,2022-08-14,2022-08-21T02:31:13Z,RS,5.0,5.0,5.0,5.0,,
1431470,4e5feb91-d3e7-4876-b3ba-00d53d759160,5.0,N/A,verified client,SELLER,"Ocean City, MD",,2022-08-19,2022-08-19T05:08:27Z,RS,5.0,5.0,5.0,5.0,,
1431470,3f7f88b0-1031-4730-9b6e-4027930530f0,5.0,N/A,verified client,BUYER,"Ocean City, MD",,2022-08-14,2022-08-14T11:43:45Z,RS,5.0,5.0,5.0,5.0,,
1431470,cf315d66-a836-46a1-9942-e91c582f5146,5.0,"Carol put together an aggressive initial offer for us on our new home. We are certain it is how we were able to make the purchase. Without her knowledge and expertise, we may have lost our dream home to another buyer! She also offered valuable tips during the process, some of which saved us a lot of money. She is friendly, professional and her experience is valuable. We would highly recommend her to other buyers and/or sellers.",Kelly Williams and Harvey McCombs,BUYER,"Selbyville, DE",,2022-07-27,2022-07-27T04:34:14Z,RS,5.0,5.0,5.0,5.0,,
1431470,0a2d8f4b-2bca-48a8-b8b7-0c2d40223b5e,5.0,N/A,verified client,SELLER,"Berlin, MD",,2022-07-17,2022-07-17T06:05:08Z,RS,5.0,5.0,5.0,5.0,,
1431470,94a9cb6a-d33c-4057-8ff1-78d44217660f,5.0,Carol is kind and knowledgeable and professional.  She was there every step of the way.,"Dawn Stephanick, Seaford, DE",BUYER,"Seaford, DE",,2022-05-26,2022-06-02T02:26:51Z,RS,5.0,5.0,5.0,5.0,,
1431470,31d86c2a-f5bd-407a-b509-4469123199d0,5.0,"Working with Carol was a great experience.  It immediately felt like she was on our team and seemed to know intuitively what we wanted.  She followed up when necessary and knew when we needed time to reflect on the properties we saw.  Her professionalism is top knotch all while being kind hearted and warm.  If your looking for a realtor, I highly recommend her.",O'Malley,BUYER,"Selbyville, DE",2022,,2022-06-01T11:32:52,RDC,5.0,5.0,5.0,5.0,,
1431470,8c800464-ce0d-4026-9426-970f85667530,5.0,"Carol Proctor is simply THE BEST! We wouldn't consider using anyone else...ever!

Since this is a strong buyer's market, Carol knew EXACTLY how to promote our property to garner multiple offers within a short time frame and she handled the negotiations perfectly!

Carol is perfect! She is EXACTLY what you want in a real estate agent, whether you are buying or selling!",John and Nina Laul/McCullough,SELLER,"Ocean City, MD",,2022-05-13,2022-05-14T06:13:09Z,RS,5.0,5.0,5.0,5.0,,
1431470,b8d3282c-4a5d-42c6-ba46-5f4f3e3b7880,5.0,Carol did an awesome job from beginning to end ,Jimmy Hamilton ,SELLER,"Ocean City, MD",,2022-04-28,2022-04-28T02:55:59Z,RS,5.0,5.0,5.0,5.0,,
1431470,abf9c087-3158-4cb4-9683-429cce109d1b,2.0,N/A,verified client,SELLER,"Ocean City, MD",,2022-04-19,2022-04-23T10:39:57Z,RS,2.0,0.0,2.0,3.0,,
1431470,31bab75a-03b0-4698-88f8-c97d24f36ec7,5.0,N/A,verified client,BUYER,"Ocean City, MD",,2022-03-25,2022-03-27T11:22:39Z,RS,5.0,5.0,5.0,5.0,,
1431470,b48a1613-4fd7-4bd5-a81f-183bbdb620b7,5.0,This is the 3rd property we have purchased using Carol as our agent. She showed us the properties we wanted to see and had some additional properties to view. She steered us clear of bad deals and has not failed in getting us the properties that we have bid on.,Steve,BUYER,"Ocean City, MD",,2022-03-08,2022-03-08T05:05:06Z,RS,5.0,5.0,5.0,5.0,,
1431470,8f610f5a-c316-4329-8d65-4faecf1247d6,5.0,N/A,verified client,BUYER,"Ocean City, MD",,2022-02-09,2022-02-19T06:24:36Z,RS,5.0,4.0,5.0,4.0,,
1431470,1c1d0c78-b610-4b6b-966c-82bb468ff3af,5.0,Working with Carol was truly an enjoyable experience. I highly recommend her to anyone searching for a home in Ocean city.  Carol has the highest levels of knowledge about the product that is the best fit for buyers and knows how to properly bid on homes in a competitive market.,Matthew Slingwine Bristow Virginia,BUYER,"Ocean City, MD",,2022-02-15,2022-02-15T10:39:31Z,RS,5.0,5.0,5.0,5.0,,
1431470,20955a0b-a0ad-4627-ac7f-5c8ecf16c46b,5.0,We felt very comfortable with Carol from the get go and she was very open and honest about everything.  She has excellent knowledge and insights on Ocean City and the local real estate market. ,"Henry Liu, Bethesda Maryland",BUYER,"Ocean City, MD",,2020-08-25,2020-08-25T02:41:37Z,RS,5.0,5.0,4.0,5.0,,
1431470,df4494d2-1423-47c0-8e35-c6c247dd4534,5.0,"Loved working with Carol, she helped us thru getting our property ready for sale and was helpful, understanding and patient with all our concerns.  Carol treated the property like it was her own, would definitely recommend her! Carol has a great knowledge of the area and helped us purchase our new home, only had to look at one, she found us the perfect house first time out, we couldn't be happier!
",Toni Richardson,SELLER,"Ocean City, MD",,2020-08-06,2020-08-14T20:41:03Z,RS,5.0,5.0,5.0,5.0,,
1431470,ffe2e7ee-887e-40fe-a5e7-1c347f0241ec,5.0,N/A,verified client,BUYER,"Salisbury, MD",,2020-08-12,2020-08-12T03:39:01Z,RS,5.0,4.0,5.0,5.0,,
1431470,ddee442b-141c-4c95-b531-3e6c3900cd07,5.0,"A good experience.,..would use them again","Max Schindler Bartlett, TN",SELLER,"Ocean City, MD",,2020-07-29,2020-08-05T03:44:41Z,RS,5.0,4.0,5.0,5.0,,
1431470,21f21004-e418-4f5c-8a9d-b7e2739f113b,5.0,Tony was a trooper when we were having issues with the lender. He stood by me all the way. He was such a sport. I recommend him highly.,Dr. Stephen O. Agyei-Mensah,BUYER,"Ocean City, MD",,2020-07-17,2020-07-17T03:11:48Z,RS,5.0,5.0,5.0,5.0,,
1431470,389720f5-b7ef-4eb6-af4b-62242f60c1c8,5.0,"We got started with Carol because she was the listing agent for a property that we were interested in. We quickly took a liking to her due to her ""get it done style"" combined with her genuine interest in not only helping us to find a home, but also doing her part to ensure that we made the best decision based on our needs and wants. She strives to get to know you personally so that she can better represent you during your home purchase. She still keeps asking us if we are happy with our new home, and if there is anything that could have been done differently!  

From the day we first looked at the property that we purchased, until we closed and moved in was only 20 days. Carol got a lot done in that short time frame! ","Brad Clubb, Lancaster PA",BUYER,"Berlin, MD",,2020-07-07,2020-07-16T03:01:54Z,RS,5.0,5.0,4.0,5.0,,
1431470,3191b6bd-9991-4a82-92d0-555951dd1f2f,5.0,N/A,verified client,BUYER,"Ocean City, MD",,2020-07-07,2020-07-14T03:36:45Z,RS,4.0,4.0,4.0,5.0,,
1431470,5fc482d6-2801-47ca-9a6a-23a7af934bd5,5.0,N/A,verified client,BUYER,"Ocean City, MD",,2020-06-02,2020-06-04T04:05:14Z,RS,5.0,4.0,5.0,5.0,,
1431470,c9088d0e-aa04-42a5-9c2c-3fa11d2ea885,5.0,N/A,verified client,BUYER,"Ocean City, MD",,2020-06-02,2020-06-02T09:54:42Z,RS,5.0,5.0,5.0,5.0,,
1431470,42c6f7ae-e3b9-4452-9411-a3a7f0443465,5.0,"Awesome to deal with, patient and available when needed!",Randy,BUYER,"Ocean City, MD",,2020-05-13,2020-05-14T08:19:53Z,RS,5.0,5.0,5.0,5.0,,
1431470,73940b2c-5741-40bf-a683-84d303e5a7bb,5.0,Carol Proctor is the most professional and hardest working Realtor on the Eastern Shore. She was the only Real estate person who actually worked to sell our home. She had 2 to 3 showings per week. Carol is the only person you should use to seller buy your home. She  listened to us and helped guide us through the process to a successful settlement.,"Genie Kuscavage, Arizona",SELLER,"Ocean City, MD",,2020-04-06,2020-04-19T13:33:25Z,RS,5.0,5.0,5.0,5.0,,
1431470,b151877e-2f1e-4a56-8430-8e7417259dd1,5.0,"One of the best choices l’ve made in listing with them. Bought and sold many homes over the years and with Tony and Carole it was effortless.
Ultimate professionals! Carol Proctor represents everything you would want for a successful result.","Ron Schwartz, Ocean City MD.",SELLER,"Ocean City, MD",,2020-04-07,2020-04-07T03:08:47Z,RS,5.0,5.0,5.0,5.0,,
1431470,94dcc13e-a74d-4bcc-b609-21b31e59b2be,5.0,I highly recommend carol as an Agent.  She really understood what we were looking for and made recommendations on properties that were not on our list.  We ended up finding something perfect!,Laura Laurenzano,BUYER,"Ocean City, MD",,2020-01-16,2020-01-23T02:38:22Z,RS,5.0,5.0,5.0,5.0,,
1431470,9efd724e-97e5-4fbc-a48e-738d424dee68,5.0,Awesome to do business with!,"Joe Zynel, Ocean City, MD",BUYER,"Ocean City, MD",,2020-01-08,2020-01-16T04:02:43Z,RS,5.0,5.0,5.0,5.0,,
1431470,c5c669d0-e3a1-44a1-9ae2-26d08d03def7,5.0,"She did all of this with a balance of friendliness and business.

Accessible probably was beyond excellent.  We would not have gotten this property if not for her immediate contact to us.","SPerry, CT/OC",BUYER,"Ocean City, MD",,2020-01-08,2020-01-08T05:11:36Z,RS,5.0,5.0,5.0,5.0,,
1431470,ec5c8e21-702b-4c0c-a923-642096c6169a,4.0,"Would recommend carol proctor to anyone she was very friendly and helpful with me, the sale went as smooth as it could, hope the new have owners have as much of a good time in ocean city as we did.",Vicky new jersey,SELLER,"Ocean City, MD",,2019-12-11,2019-12-11T05:33:25Z,RS,5.0,4.0,5.0,5.0,,
1431470,ce3fc8c5-10f5-4063-b164-cf48577aa69c,5.0,N/A,verified client,BUYER,"Ocean City, MD",,2019-09-04,2019-09-11T02:49:31Z,RS,5.0,0.0,5.0,5.0,,
1431470,e4bb1a04-6400-4a23-968e-7c4b76ee6d7c,5.0,"We met Carol on a previous occasion. We were impressed with her knowledge and personality so when we thought about selling our condo she was a natural fit. We were shocked to have 2 contracts within 2 weeks near our asking price. Carol took over once we decided to accept one. She maintained contact throughout the whole process until settlement.  SHE DID A GREAT JOB!

We have already referred friends to Carol and she was as helpful to them as she was to us.","Bill & Faith Welsh, Silver Spring, MD",SELLER,"Ocean City, MD",,2019-08-31,2019-09-05T02:34:03Z,RS,5.0,5.0,5.0,5.0,,
1431470,c9bd0cbb-e3e7-4216-9874-b11d9a13a613,5.0,N/A,verified client,BUYER,"Ocean City, MD",,2019-07-30,2019-08-24T20:53:46Z,RS,5.0,5.0,5.0,5.0,,
1431470,a8c121c3-2196-420f-958d-95e00f3a6658,5.0,N/A,verified client,BUYER,"Ocean City, MD",,2019-07-25,2019-08-24T00:41:39Z,RS,5.0,5.0,5.0,5.0,,
1431470,c0606b7a-88f1-49c4-9d62-bf825cc6293d,5.0,"Carol Proctor was outstanding in the sale of our condo in Ocean City and the purchase of another condo in Ocean City.  She managed a difficult transaction that included hard deadlines for the property to be sold, and a hard deadline for closing on the new condo.  She sold our property in less than two weeks and we were able to close on the new unit by contract deadline.  Carol is very professional, knowledgeable, and friendly.  We would definitely go to Carol for future Real Estate transactions in this region.  ","Bill Rowe, Sykesville MD",SELLER,"Ocean City, MD",,2019-07-03,2019-08-22T07:14:37Z,RS,5.0,5.0,5.0,5.0,,
1431470,b374793b-75d1-4aa2-a31c-1dbe49983f6a,1.0,N/A,verified client,SELLER,"Ocean City, MD",,2019-08-15,2019-08-22T03:36:26Z,RS,1.0,0.0,0.0,0.0,,
1431470,9b9d9636-4e23-4627-bb30-92e2904c371b,5.0,N/A,verified client,BUYER,"Ocean City, MD",,2019-07-10,2019-08-19T07:52:30Z,RS,5.0,5.0,5.0,5.0,,
1431470,fb619294-ceee-4024-adb5-2e970208fd27,5.0,"She’s fantastic- works hard and knowledgeable 
",Joan Kinney ,SELLER,"Ocean City, MD",,2019-07-27,2019-07-27T02:36:16Z,RS,5.0,5.0,5.0,5.0,,
1431470,96bf531f-d36c-43d8-b5fd-56adefa4a10a,5.0,"Carol was wonderful to work with - she always made herself available to us when we needed her, very responsive and knowledgeable on all aspects of the selling process. I appreciated her personal touch and involvement, making sure we had everything ready to go. She provided great input to the listing information narrative and helped us make our property as attractive as possible. An example of her attention to detail - our house went on the market in the winter months when the weather wasn't great, but as soon as we had beautiful blue skies again she re-shot the photos of our property and updated the listing information so our house looked as good as possible. We had several showings and multiple offers on the house, finally selling at 98% of asking price. We couldn't have done it without her!","Laura - Berlin, MD",SELLER,"Berlin, MD",,2019-05-08,2019-05-12T05:52:41Z,RS,5.0,4.0,5.0,5.0,,
1431470,dff78159-7fb4-4dd5-affb-be1e05662081,5.0,N/A,verified client,BUYER,"Ocean City, MD",,2019-04-25,2019-04-25T10:04:38Z,RS,5.0,5.0,5.0,5.0,,
1431470,56f97b14-98ec-4dbc-a362-16b669c2e9ea,5.0,Carol was outstanding and knowledgable. She guided us step by step and was always on top of her game. I would highly recommend her.,Michael & Tamara,BUYER,"Ocean City, MD",,2019-04-16,2019-04-16T03:58:44Z,RS,5.0,5.0,5.0,5.0,,
1431470,ce713bd8-9c4b-47b4-a59e-ba9d566f33e7,4.0,Got the property sold when others failed   Provided the right amount of enthusiasm to sell and promote the listing ,Bill W.   Hagerstown Md,SELLER,"Ocean City, MD",,2019-04-06,2019-04-13T02:40:32Z,RS,3.0,4.0,4.0,5.0,,
1431470,55c1bd50-815a-49ff-b620-30bbbf180847,5.0,N/A,verified client,BUYER,"Ocean City, MD",,2019-03-23,2019-04-01T11:25:23Z,RS,5.0,5.0,5.0,5.0,,
1431470,af174f41-1c55-468c-bcfe-0f57ce8ea64f,4.0,Awsome!,"Mike Spedden...OC,MD",SELLER,"Ocean City, MD",,2019-03-23,2019-03-23T08:43:40Z,RS,4.0,5.0,4.0,5.0,,
1431470,8236eaf6-ea09-4a94-be3c-e448564a7c4b,5.0,"Carol Proctor is an outstanding professional real estate agent that has a high degree of knowledge in the Ocean City and surrounding area. She is a 5 star agent that that pays attention to detail and represents her client extremely well. She is readily available, patient, and pays attention to details.","Ed Bennett, Baltimore",BUYER,"Ocean City, MD",,2019-02-20,2019-03-12T11:13:43Z,RS,5.0,5.0,5.0,5.0,,
1431470,c47c52d4-b602-426c-8274-3eecc65e4a7b,5.0,"if someone was to ask me if I would buy a house without ever seeing it other than online pictures and our realtor telling us it was exactly what we were looking for and honest description of the condition, I would have said.... Never gonna happen.  Well, thanks to the few visits we had with Carol before our final purchase, and the confidence we built in her opinion, we did buy our house without seeing it till after we were in contract.  We were so happy with the house, which everybody cant believe we did this.  But Carol brought zero disappointments.   So thank you very much for this.  We live in PA, so driving down to see a house in a moments moment was not always and option.  ","John, easton pa",BUYER,"Ocean City, MD",,2019-03-07,2019-03-12T10:30:53Z,RS,5.0,5.0,5.0,5.0,,
1431470,7360feb0-338c-41e4-aaed-fda66d0825a2,5.0,Great job bo,George Forney md,BUYER,"Ocean City, MD",,2019-03-09,2019-03-11T09:47:41Z,RS,5.0,5.0,5.0,5.0,,
1431470,ee5034b6-99f0-447e-9ef2-b6248b872107,5.0,"We have sold and purchased homes from Carol, she is simply the best. She understands your needs and helps you every step of the way during the buying and selling process. She is a wealth of information when it comes to knowing the market. 
To us, Carol is the best choice when it. Ones to choosing a realtor. ",David J Fox,BUYER,"Rehoboth Beach, DE",,2019-02-23,2019-03-01T23:03:36Z,RS,5.0,5.0,5.0,5.0,,
1431470,c9978a0b-7d84-4dbe-a653-75c9bdec06e7,5.0,N/A,verified client,BUYER,"Ocean City, MD",,2019-02-14,2019-02-15T02:30:39Z,RS,5.0,4.0,5.0,4.0,,
1431470,c404ac16-e2e2-454b-b69b-76a0297de97f,5.0,"Carol is the best realtor we have ever worked with.  She is patient, extremely knowledgeable and cares about her clients.  Her negotiation skills helped us get a great condo at a reduced selling price.  She answered our questions every step of the way and never went ""MIA"".  She returned all of our calls promptly.  She made the entire buying process easy and stress free. We would highly recommend her to anyone!  And already have!",Mary and Arnie,BUYER,"Ocean City, MD",2017,,2017-05-09T17:55:11.570Z,RDC,5.0,5.0,5.0,5.0,,
1431470,d0930d8c-a17a-4fe1-8f8f-5bf285b4d1d2,5.0," My wife and I had always wanted a place in Ocean City MD, however, we had so many questions about the process of buying a second home, it took us a long time to actually get serious and act on it. We contacted Carol Proctor and due to Carol's guidance and knowledge, we wish we would have done it sooner.   Carol put us at ease immediately, her knowledge of the area, market conditions and experience where an invaluable asset to us. Throughout the entire process, Carol was extremely accessible, answering every question and solving every issue. We felt as if Carol was our advocate and advisor, we only wish we would have done this years ago. I inundated Carol with questions, some by phone, some by text and some by email. Each and every question was answered promptly and professionally, with answers that actually answered my questions. From day one when we met Carol to look at some properties, to the day of settlement, Carol was there for us. Carol's enthusiasm and more importantly, her knowledge of the marketplace put us at ease and helped my wife and I realize a long lived dream. ",Fishful Thinking,BUYER,"Ocean City, MD",2017,,2017-04-11T00:02:38.364Z,RDC,5.0,5.0,5.0,5.0,,
1431470,ebade324-91ac-48ed-bc5a-dd35068167f9,5.0," My wife and I had always wanted a place in Ocean City MD, however, we had so many questions about the process of buying a second home, it took us a long time to actually get serious and act on it. We contacted Carol Proctor and due to Carol's guidance and knowledge, we wish we would have done it sooner.   Carol put us at ease immediately, her knowledge of the area, market conditions and experience where an invaluable asset to us. Throughout the entire process, Carol was extremely accessible, answering every question and solving every issue. We felt as if Carol was our advocate and advisor, we only wish we would have done this years ago. I inundated Carol with questions, some by phone, some by text and some by email. Each and every question was answered promptly and professionally, with answers that actually answered my questions. From day one when we met Carol to look at some properties, to the day of settlement, Carol was there for us. Carol's enthusiasm and more importantly, her knowledge of the marketplace put us at ease and helped my wife and I realize a long lived dream. ",Fishful Thinking,BUYER,"Ocean City, MD",2017,,2017-04-11T00:02:38.207Z,RDC,5.0,5.0,5.0,5.0,,
1431470,6f97cc4d-378d-4d41-a2e2-7916542b30fb,5.0, Carol is a relationship driven real estate professional with a high attention to detail.  She is a woman of integrity.  She went above and beyond to meet my needs and expectations.  She has an excellent knowledge of real estate and understands the best options for each individual!!! ,Kspring,BUYER,,2015,,2015-12-04T18:54:48.228Z,RDC,5.0,5.0,5.0,5.0,,
1686832,b2fc190c-49c2-4ded-a54d-eeae0e9770fa,5.0,Shannon is a highly professional and knowledgable real estate agent. Secured a contract on my home within a week of listing. Offered honest and direct recommendations during sale negotiations. She's a rock star and you should seek her out for your needs.,Charlie Johnson,SELLER,"Havre de Grace, MD",2020,,2020-01-11T17:48:19.410Z,RDC,5.0,5.0,5.0,5.0,,
20377,05889ad2-8cd9-4e97-bb9c-59a82144c863,5.0,"We had a fantastic experience working with Shirley! She was incredibly professional, proactive, and knowledgeable every step of the way. She guided us through the entire process with confidence and care, always looking out for our best interests. Her follow-through was exceptional, and we always felt like a priority. We highly recommend her to anyone in need of a trusted real estate professional—especially if you are  looking for someone who truly goes above and beyond. A clear 5-star experience! ",Heath and Nikki ,SELLER,"Hagerstown, MD",2025,,2025-07-24T06:27:16,RDC,5.0,5.0,5.0,5.0,,
20377,2e7d5206-a712-48fa-94c7-d178721d8806,5.0,Shirley Bayer is great at what she does. She has a calm way about her that resonates with me and she made the whole transaction as easy as it could be. You can count on Shirley to be your advocate and get the information you need. Highly recommended!,B,BUYER,"Hagerstown, MD",2025,,2025-03-06T10:03:55,RDC,5.0,5.0,5.0,5.0,,
